pseAAC_1,pseAAC_2,pseAAC_3,pseAAC_4,pseAAC_5,pseAAC_6,pseAAC_7,pseAAC_8,pseAAC_9,pseAAC_10,pseAAC_11,pseAAC_12,pseAAC_13,pseAAC_14,pseAAC_15,pseAAC_16,pseAAC_17,pseAAC_18,pseAAC_19,pseAAC_20,pseAAC_21,pseAAC_22,pseAAC_23,pseAAC_24,pseAAC_25,pseAAC_26,pseAAC_27,pseAAC_28,pseAAC_29,pseAAC_30,target
0.000345595,0.000230397,0.000345595,0.000115198,0.000115198,0.000345595,0,0.000115198,0,0.000345595,0.000230397,0.000345595,0.000575991,0,0.000230397,0.000115198,0.000345595,0.000230397,0,0.000115198,0.116181379,0.103436306,0.121562006,0.090908111,0.084101812,0.0998944,0.117593617,0.077504497,0.117842132,0.066828603,1
7.80E-05,0.000467874,0.000155958,7.80E-05,0.000155958,0.000233937,0.000155958,7.80E-05,0.000701811,7.80E-05,7.80E-05,0.000155958,0.000233937,0,0.000155958,0.000233937,7.80E-05,0.000155958,0.000155958,7.80E-05,0.086258221,0.075436603,0.087523565,0.077738057,0.091944647,0.116085192,0.087822784,0.143079816,0.110801337,0.119800724,1
0.000105178,0.000841427,0.000105178,0.000105178,0,0.000210357,0,0.000210357,0.000105178,0.000210357,0,0,0.000315535,0.000105178,0.000315535,0.000525892,0.000210357,0.000420714,0.000105178,0.000210357,0.110770562,0.086463366,0.109160393,0.083571404,0.102986247,0.10885926,0.102978277,0.099906982,0.080203877,0.110997674,1
0,0,0.000648888,0.000216296,0.000432592,0.000216296,0.000216296,0.000432592,0,0.000432592,0,0.000432592,0,0,0.000648888,0.000648888,0.000648888,0,0,0,0.122120591,0.08331254,0.094540101,0.073679442,0.110705636,0.087128156,0.091069443,0.0921126,0.099330422,0.14102626,1
0.000103004,0.000618024,0.000103004,0.000103004,0,0.000103004,0,0.000206008,0.000412016,0.000206008,0.000103004,0,0,0.000103004,0.000206008,0.000103004,0.000103004,0.000103004,0.000309012,0.000103004,0.10317607,0.075716575,0.104062679,0.115933851,0.131234394,0.096748677,0.093601181,0.09271904,0.08540675,0.098413667,1
0,0.000635475,0.000211825,0.000105913,0.00042365,0.000529563,0,0.000317738,0,0.000211825,0,0,0.000105913,0,0.000105913,0.000317738,0.000211825,0,0.000105913,0,0.093880035,0.110542992,0.10409784,0.047775739,0.09979326,0.141802612,0.106299129,0.079745555,0.081328021,0.131451528,1
0,0.001364359,0.001023269,0.00034109,0.00034109,0,0.00034109,0.000682179,0.000682179,0.00034109,0.00034109,0,0,0.00034109,0,0,0.000682179,0,0.00034109,0.00034109,0.087643656,0.116275064,0.092776426,0.070502754,0.096394806,0.144972794,0.084263287,0.051793902,0.112246737,0.13596769,1
0,0.000903824,0.000451912,0,0,0.000451912,0.000150637,0.000150637,0,0,0,0.000150637,0.000150637,0,0,0.000150637,0.000150637,0.000150637,0.000150637,0.000150637,0.046389016,0.076533809,0.096065869,0.119723408,0.113411664,0.094854017,0.102347645,0.102947517,0.107646762,0.136916908,1
0.000167574,0,0,0,0,0.000167574,0.000167574,0,0.000167574,0,0.000754085,8.38E-05,8.38E-05,0.000251362,0.000502723,0.000251362,8.38E-05,0,0,0.000502723,0.127356053,0.076727566,0.102507173,0.098498554,0.097034805,0.104258558,0.109771402,0.097020207,0.078430042,0.105211728,1
0.000245283,0.000490566,8.18E-05,0.000245283,0,0.000245283,8.18E-05,0.000245283,8.18E-05,8.18E-05,0,0.000163522,8.18E-05,8.18E-05,0.000654087,0.000163522,0.000245283,0.000490566,0,8.18E-05,0.103644377,0.102885199,0.106005612,0.104180257,0.080576078,0.106558719,0.075160062,0.111028599,0.120643041,0.085557054,1
0.000118603,0.000711621,0.000118603,0.000237207,0.000237207,0.00035581,0.000118603,0.000118603,0.000237207,0.000593017,0.000118603,0.000118603,0.000237207,0,0,0.00035581,0,0.000474414,0,0.000237207,0.096363634,0.106172275,0.090013729,0.124230411,0.077642344,0.086154419,0.097928676,0.111511361,0.116536366,0.089058457,1
0.0003878,0.000775599,0.000258533,0,0.000129267,0.000258533,0.000129267,0,0.000129267,0,0,0.000258533,0.000258533,0,0.000129267,0.000129267,0.000258533,0.000258533,0,0.000258533,0.097932011,0.088576339,0.120837677,0.11196484,0.111087138,0.10230579,0.083349716,0.113817201,0.063755164,0.102754661,1
0.000280679,0.001684071,0,0.002245428,0.000280679,0.000280679,0.000280679,0,0.000280679,0,0,0.001122714,0.000561357,0.000280679,0,0.000280679,0.000561357,0.000280679,0,0,0.074560738,0.078073688,0.076807061,0.091694883,0.093533452,0.12127316,0.100561356,0.130451738,0.110951398,0.113672168,1
0,0.000596493,9.94E-05,0.000198831,0,0.000198831,0,0,0.000397662,0.000198831,9.94E-05,0.000198831,0.000198831,0,9.94E-05,0.000198831,9.94E-05,9.94E-05,0.000198831,0.000397662,0.129403996,0.095653776,0.134724089,0.077800222,0.089675447,0.089793226,0.106523096,0.084367284,0.108877136,0.079901012,1
0.000123992,0.00049597,0.000247985,6.20E-05,6.20E-05,0.000433973,6.20E-05,6.20E-05,0.000371977,0,0,0,6.20E-05,0.000123992,0.000185989,0.000185989,0.000185989,6.20E-05,0,0.000185989,0.094850883,0.102973865,0.071611396,0.090068342,0.117115034,0.113974378,0.09433449,0.112637475,0.100491771,0.099028545,1
0.000190146,0.000380293,0.000126764,0.000126764,0,0.000316911,6.34E-05,0,0.000316911,0.000190146,0,6.34E-05,0,6.34E-05,0.000507057,0.000443675,0.000316911,0,0,6.34E-05,0.098900412,0.127844187,0.083995132,0.10690228,0.116958636,0.080222863,0.091845311,0.105333885,0.096393241,0.088434947,1
0.000157898,0,0,0.000315796,0,0.000473694,0,0.000157898,0.000315796,0.000473694,0.000157898,0.000157898,0.000157898,0.000157898,0,0.000157898,0.000315796,0.000315796,0,0.000315796,0.118381203,0.14305897,0.068539126,0.072172346,0.081740161,0.138492238,0.079222142,0.031273935,0.134794396,0.128693826,1
0.000132908,0.000531631,0.000132908,0,0,0.000265815,0,0,0,0,6.65E-05,0.000132908,0.000132908,6.65E-05,0.000265815,0.000332269,0,6.65E-05,6.65E-05,0.000265815,0.11198479,0.118518861,0.114895869,0.062488439,0.09499054,0.109693463,0.112849012,0.115290899,0.075813609,0.081015728,1
0.000181544,0.000272316,0.000181544,0.000272316,0.000181544,0.000181544,0.000181544,0,0.000181544,9.08E-05,9.08E-05,9.08E-05,9.08E-05,9.08E-05,0,0.000181544,0,9.08E-05,0.000181544,0.000181544,0.121835825,0.10338749,0.103788696,0.113863236,0.109572111,0.071009186,0.111746564,0.057149764,0.090859929,0.114064035,1
0.000116627,0.000699763,0.000116627,0.000116627,0,0.000349882,0,0.000116627,0.000233254,0.000116627,0.000116627,0.000116627,0.000116627,0.000233254,0.000349882,0.000116627,0,0.000116627,0,0.000233254,0.104309835,0.098705192,0.105864939,0.105639744,0.104223895,0.090578544,0.074779294,0.090525096,0.09242856,0.129679338,1
0,0.001075144,0.000179191,0.000358381,0,0.000358381,0.000179191,0.000179191,0.001075144,0.000179191,0.000358381,0.000179191,0.001254334,0.000358381,0.000358381,0.000179191,0.000895953,0.000179191,0,0,0.100540175,0.095579964,0.102095218,0.076280489,0.100096259,0.106890214,0.100301551,0.09159106,0.116141169,0.103137087,1
0.000927553,0.002782659,0,0,0,0.000927553,0,0,0.000463776,0,0,0.000927553,0.001391329,0,0,0,0.000463776,0.000927553,0,0,0.084783622,0.103080308,0.114680153,0.07277102,0.072228235,0.101886114,0.105449174,0.114388055,0.117811981,0.104109585,1
0,0.000806631,0.000134439,0,0.000537754,0.000268877,0.000134439,0.000134439,0.000403316,0.000403316,0.000134439,0.000268877,0.000134439,0,0.000268877,0.000134439,0,0.000537754,0,0.000134439,0.108663383,0.108355309,0.081167582,0.124976912,0.123387042,0.075406217,0.117772282,0.077815655,0.065392158,0.112626989,1
0,0.002117346,0.000352891,0,0,0.000705782,0,0.000352891,0,0.000352891,0,0,0.001058673,0,0.000352891,0,0,0.000352891,0,0,0.102712463,0.067084321,0.14122561,0.088364204,0.136856854,0.130834123,0.098346032,0.110095757,0.066287926,0.052546453,1
0.000160791,0.000401977,8.04E-05,8.04E-05,8.04E-05,0.000241186,0,8.04E-05,0.000160791,8.04E-05,0,0.000160791,0.000241186,0.000160791,0.000160791,0,0.000160791,0.000160791,8.04E-05,0.000321582,0.131359782,0.077934072,0.133425346,0.060603394,0.125042442,0.072069375,0.112919241,0.080303978,0.131557694,0.071970837,1
0.00020162,0.000403241,6.72E-05,6.72E-05,0,0.000537654,6.72E-05,0,0.000134414,0.000134414,0,6.72E-05,0.00020162,0,0.000336034,0.000134414,6.72E-05,0,0,6.72E-05,0.08878173,0.123702453,0.101085904,0.084100264,0.078064162,0.095775626,0.121988983,0.102448227,0.100091488,0.101474512,1
0.000620639,0.000496512,0.000744767,0,0,0.000124128,0,0,0.000248256,0.000372384,0.000124128,0.000620639,0.000496512,0,0.000372384,0.000496512,0.000124128,0,0.000124128,0,0.105995174,0.127639068,0.108611195,0.084346712,0.06806445,0.095345587,0.107284842,0.138459935,0.085185187,0.074102735,1
0.000363986,0,0.000181993,0.00027299,0.000181993,0.000363986,0,0.000454983,0.000363986,0.00027299,9.10E-05,0.00027299,0,0.000181993,0,0.000363986,0.00027299,0.00027299,9.10E-05,0,0.104413097,0.085552692,0.09355059,0.094050245,0.114232655,0.126517836,0.084722614,0.105914148,0.092664718,0.094377556,1
0.00088867,0.002666011,0,0,0,0.000444335,0.000444335,0,0.000444335,0,0,0.00088867,0.00088867,0,0,0,0.000444335,0.00088867,0,0,0.085750527,0.124698828,0.115149652,0.05428546,0.056196303,0.097356695,0.163408984,0.122655172,0.093599553,0.078900793,1
0.000323629,0,0,0,0.000485443,0.000323629,0,0.000161814,0.000161814,0.000323629,0.000161814,0.000323629,0,0.000161814,0.000161814,0.000161814,0,0.000161814,0,0,0.106957292,0.10487922,0.076533723,0.077025702,0.080951969,0.10883489,0.113633799,0.087122123,0.076482079,0.164666542,1
9.74E-05,0.000584637,0.000194879,9.74E-05,0.000194879,9.74E-05,0,0,0.000487198,0.000194879,9.74E-05,0.000194879,9.74E-05,0,9.74E-05,0.000389758,0,0.000194879,0.000292319,0,0.073222182,0.097931218,0.097042367,0.141667221,0.138781518,0.119069507,0.10370648,0.091889095,0.07236409,0.061013378,1
0.000143006,0.000858039,0.000286013,0.000143006,0.000572026,0.000429019,0,0.000429019,0.000143006,0.000286013,0,0,0.000429019,0,0,0.000429019,0.000143006,0.000143006,0,0.000143006,0.10702033,0.11580446,0.115924161,0.065621224,0.080467889,0.133213058,0.097139838,0.084278478,0.067249339,0.128705016,1
0.000127007,0.000762039,0.000127007,0.000254013,0.000635033,0.00038102,0,0.000254013,0.000127007,0.00038102,0,0,0.000254013,0,0.000127007,0.000508026,0.000127007,0,0,0,0.097467744,0.121462449,0.117428854,0.065171023,0.079040907,0.134256847,0.101746564,0.087139119,0.072445829,0.119776453,1
0.000311063,0.000311063,0.000155532,7.78E-05,0.000233297,0.000233297,7.78E-05,0.000388829,0.000233297,0,0,7.78E-05,0.000233297,0,0.000311063,0.000233297,0,0.000155532,0,7.78E-05,0.066935508,0.088962447,0.12334431,0.117442167,0.101355278,0.068963118,0.088452944,0.106579987,0.121615768,0.11323784,1
0.000238425,0.00047685,0.000238425,0,0.00015895,0.0003179,7.95E-05,0,0.000238425,0.00015895,0,0,0,0,0.00015895,7.95E-05,0.0003179,0,7.95E-05,0.00015895,0.100922862,0.142744446,0.099727941,0.085165564,0.108091582,0.093195486,0.093690265,0.063676897,0.095009931,0.115072877,1
0.000195248,0.000976239,0,0.000780991,0,0.000195248,0,0,0.000585743,0,0,0,0.000585743,0,0.000390496,0,0.000195248,0.000390496,0,0.000195248,0.072601285,0.098964635,0.126426316,0.130851495,0.113836585,0.092518899,0.076585903,0.092938973,0.07010756,0.120677649,1
0,0.001750626,0.000291771,0,0.000291771,0.000291771,0,0,0,0.000291771,0,0,0.000583542,0,0.000583542,0.000583542,0,0,0,0,0.090674404,0.111554577,0.135817296,0.133953844,0.072268126,0.105056708,0.046562627,0.073465816,0.108130891,0.117847375,1
0.000378497,0.00113549,0.000189248,0.000189248,0,0.000378497,0.000189248,0.000189248,0.000378497,0.000189248,0.000378497,0,0.001324738,0,0,0.000189248,0.00113549,0.000378497,0,0.000189248,0.130570124,0.099586029,0.075152583,0.111709744,0.083040143,0.107185843,0.097708051,0.097096864,0.104257535,0.086880144,1
0.000147402,0.000147402,0.000442207,0.000294805,0,0.000442207,0,0.000737011,0,0.000884414,0.000147402,0.000147402,0.000294805,0,0.000442207,0.000442207,0,0.000442207,0,0,0.120359184,0.096440364,0.101124342,0.10083834,0.103175803,0.085545103,0.1093407,0.106836252,0.070004023,0.101324212,1
0.000481048,0.000481048,0.000240524,0.000120262,0,0.000360786,0.000240524,0.000120262,0.000120262,0.000240524,0.000120262,0.000360786,0.000120262,0,0.000481048,0.000481048,0,0.000481048,0,0.000120262,0.116212677,0.122738093,0.116276599,0.107119019,0.076087019,0.086036622,0.082453525,0.103077899,0.093955383,0.09147321,1
0.000390516,0.001041375,0.000130172,0.000130172,0.000130172,0.000520688,0,0.000130172,0,0,0,0.000260344,0.000520688,0.000130172,0.000260344,0.000260344,0.000390516,0.000260344,0,0.000130172,0.100516439,0.095544975,0.133626517,0.112725005,0.095026625,0.077207529,0.112934108,0.085579675,0.089784559,0.09236838,1
0.000181935,0.000545804,0.000181935,0,0,0.000181935,0.000181935,0,0.000272902,0.000181935,0,0.000272902,9.10E-05,9.10E-05,0.000181935,0.000727739,0.000363869,0.000181935,0,0.000272902,0.064288499,0.074633332,0.086998585,0.10274704,0.107061273,0.118249612,0.121710737,0.100297269,0.114798537,0.105303521,1
0.000224221,0.000896885,0.000224221,0,0,0.000224221,0.000224221,0,0,0,0,0.000224221,0.000672664,0,0,0.000224221,0.000448443,0,0.000224221,0,0.092039963,0.110268843,0.114162015,0.115187994,0.033287253,0.078001699,0.067836094,0.132254173,0.155505527,0.097868898,1
0.00037403,0.00074806,0,0,0.000124677,0.00037403,0.000124677,0.000249353,0.00074806,0.000124677,0.000124677,0.000249353,0.000498707,0.00037403,0,0.000249353,0.000249353,0.000124677,0,0.000124677,0.111203598,0.087257164,0.092930779,0.112791527,0.108244505,0.099311258,0.088129584,0.107652034,0.096660177,0.090956986,1
9.92E-05,0.000595149,0.000198383,0.000495957,0,0.000198383,9.92E-05,0,0,0,0,0,0.000198383,0,9.92E-05,9.92E-05,9.92E-05,9.92E-05,0.000198383,0.000396766,0.08973217,0.093779587,0.08007322,0.109079376,0.072642196,0.1083732,0.132457798,0.112494581,0.087121227,0.111370094,1
0.000408589,0,0,0.000136196,0.000408589,0.000408589,0,0,0.000953374,0.000544785,0.000136196,0,0,0.000272393,0,0.000136196,0.000136196,0.000136196,0,0,0.096871657,0.108619052,0.09808165,0.0922921,0.119049862,0.086832865,0.087189797,0.098373245,0.091606887,0.117405585,1
0,0.000162408,0.000324816,0.000324816,0,0.000162408,0.000324816,0,0,0,0,0.000324816,0.000162408,0,0.000162408,0.000324816,0,0.000812039,0.000162408,0.000162408,0.127927787,0.096425545,0.082083168,0.0988511,0.076217898,0.137293737,0.097306191,0.12281727,0.067510501,0.090156239,1
0.000379072,0.000568608,0.000379072,0.000379072,9.48E-05,9.48E-05,0.000284304,0.000189536,9.48E-05,9.48E-05,0.000284304,0.000189536,0.000189536,0.000189536,0.000568608,0,9.48E-05,0.000284304,0,9.48E-05,0.090926939,0.113752095,0.119745414,0.114714207,0.089476121,0.092589572,0.095019649,0.099592882,0.079227227,0.100501796,1
0,0.000906225,0.000302075,0.000302075,0.000151037,0.000453112,0.000453112,0,0,0.000302075,0,0,0.00060415,0,0.000151037,0.000302075,0.00060415,0.000151037,0,0.000151037,0.101156709,0.101894419,0.078433524,0.106371345,0.11499117,0.127415451,0.06642498,0.104340061,0.111332367,0.082806775,1
0,0.002680051,0.001005019,0.001340026,0.000335006,0,0,0,0.001005019,0.000335006,0,0.001005019,0.001340026,0.000670013,0.000335006,0.000670013,0.000670013,0.000670013,0,0,0.12210616,0.07143644,0.107924685,0.087479941,0.111547814,0.103100633,0.109299503,0.090781755,0.085584612,0.098678227,1
9.05E-05,0.000543106,9.05E-05,9.05E-05,0.000181035,0.000452588,0,0.000181035,0.000633623,0,0,0.000181035,9.05E-05,0,0,0.00036207,9.05E-05,0.00036207,9.05E-05,0,0.096445413,0.091527764,0.114142881,0.102937844,0.096259419,0.102372604,0.064232562,0.1172287,0.075337794,0.13607535,1
5.70E-05,0.000570392,0.000114078,5.70E-05,5.70E-05,0.000399274,0.000171118,0,5.70E-05,0,0,0,0,0,0.000342235,0.000171118,0.000228157,0,0,0.000171118,0.090743719,0.075971485,0.11692435,0.111063442,0.116795467,0.120712969,0.113669564,0.073730148,0.098066254,0.079926955,1
0.000546597,0.001093194,0.000273299,0.001093194,0,0.000273299,0.000273299,0,0.000273299,0.000273299,0,0.000546597,0.000273299,0.000546597,0,0,0.000273299,0.000546597,0,0,0.095518935,0.136339926,0.115994805,0.049475424,0.07528256,0.115563853,0.13794299,0.086014224,0.069619572,0.111961843,1
0.000172123,0.001032735,0.000172123,0.000172123,0.000172123,0.000344245,0.000516368,0,0.000172123,0.000344245,0,0,0.000516368,0.000344245,0,0.000344245,0.000516368,0.000344245,0,0.000172123,0.090351454,0.107783704,0.092383369,0.091227962,0.10593878,0.126362211,0.101802425,0.105296827,0.056480486,0.117036981,1
0,0.000733611,0.000244537,0,0.000244537,0.000489074,0,0.000244537,0,0,0,0,0,0.000122268,0,0.000366805,0.000122268,0.000122268,0.000122268,0.000122268,0.101822644,0.121460146,0.090087122,0.113107783,0.091876145,0.050487877,0.104595442,0.114354584,0.108655341,0.100618474,1
0.000449053,0.000449053,0.000224526,0.000112263,0,0.00033679,0.000112263,0.000224526,0.000224526,0.00033679,0.000112263,0.000112263,0.00033679,0,0.000561316,0.000224526,0,0,0,0,0.096397561,0.125187812,0.106314085,0.091345813,0.104038809,0.086874781,0.092799213,0.102602856,0.081542248,0.109079872,1
0,0.000768302,0,0.00012805,0.00012805,0.000256101,0.00012805,0,0.000384151,0.00012805,0,0,0.000256101,0.000256101,0.000768302,0.000256101,0,0,0,0,0.115993856,0.075855048,0.101437032,0.119449133,0.051406923,0.133552051,0.078028272,0.1201214,0.126963806,0.07373512,1
0.000451252,0.000361001,0.000270751,0,9.03E-05,0.000451252,0,0.000180501,9.03E-05,0.000180501,0,0.000361001,0.000180501,9.03E-05,0.000180501,0.000180501,0,0.000451252,0,9.03E-05,0.114640572,0.086283322,0.092065966,0.128613344,0.075812614,0.101085631,0.097187247,0.096277559,0.10074791,0.103675822,1
0.000550673,0.001101346,0,0.000137668,0,0.000413005,0,0.000137668,0.001101346,0.000137668,0.000137668,0.000137668,0.000137668,0.000137668,0,0.000413005,0,0.000137668,0,0.000137668,0.102874806,0.0755521,0.096520364,0.075885905,0.095777136,0.079000967,0.105369202,0.11322654,0.126542553,0.124432037,1
